epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,56.1317,1.23443,1.8112,0.83689,0.76063,0.51563,0.60276,0.45393,1.32227,1.87822,0.82151,0.0001486,0.0001486,0.0001486
88,56.7616,1.39684,2.50964,0.82979,0.76063,0.51563,0.60276,0.45393,1.32227,1.87822,0.82151,0.0001387,0.0001387,0.0001387
89,57.3997,1.60726,2.04583,0.8976,0.76063,0.51563,0.60276,0.45393,1.32227,1.87822,0.82151,0.0001288,0.0001288,0.0001288
90,58.0528,1.5199,2.44131,0.87705,0.76063,0.51563,0.60276,0.45393,1.32227,1.87822,0.82151,0.0001189,0.0001189,0.0001189
91,58.7154,1.19633,1.57905,0.86543,0.75862,0.53247,0.61714,0.47049,1.27461,1.85465,0.82329,0.000109,0.000109,0.000109
92,59.3283,1.23822,1.7275,0.8528,0.75862,0.53247,0.61714,0.47049,1.27461,1.85465,0.82329,9.91e-05,9.91e-05,9.91e-05
93,59.9653,1.11944,1.67096,0.83907,0.75862,0.53247,0.61714,0.47049,1.27461,1.85465,0.82329,8.92e-05,8.92e-05,8.92e-05
94,60.5895,1.38103,1.75492,0.88481,0.75862,0.53247,0.61714,0.47049,1.27461,1.85465,0.82329,7.93e-05,7.93e-05,7.93e-05
95,61.233,1.31534,1.91565,0.90173,0.75862,0.53247,0.61714,0.47049,1.27461,1.85465,0.82329,6.94e-05,6.94e-05,6.94e-05
96,61.8437,1.74916,1.98255,0.83112,0.75862,0.53247,0.61714,0.47049,1.27461,1.85465,0.82329,5.95e-05,5.95e-05,5.95e-05
97,62.4748,1.4545,1.76536,0.87327,0.75862,0.53247,0.61714,0.47049,1.27461,1.85465,0.82329,4.96e-05,4.96e-05,4.96e-05
98,63.0961,1.13917,1.6444,0.80362,0.75862,0.53247,0.61714,0.47049,1.27461,1.85465,0.82329,3.97e-05,3.97e-05,3.97e-05
99,63.7317,1.35969,1.71753,0.81425,0.75862,0.53247,0.61714,0.47049,1.27461,1.85465,0.82329,2.98e-05,2.98e-05,2.98e-05
100,64.3616,1.33629,1.80844,0.84462,0.75862,0.53247,0.61714,0.47049,1.27461,1.85465,0.82329,1.99e-05,1.99e-05,1.99e-05
